"gene_short_name","id","WormCategory.1","WormCategory.2","WormCategory.3"
"R05C11.4","WBGene00044467",NA,NA,NA
"R05C11.2","WBGene00019874",NA,NA,NA
"arrd-26","WBGene00019873","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: arrestin"
"mca-2","WBGene00019875",NA,NA,NA
"C23H5.11","WBGene00044649","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned"
"C23H5.15","WBGene00219423","Unassigned","Unassigned","Unassigned"
"che-6","WBGene00000487","Transmembrane transport","Transmembrane transport: nucleotide gated channel","Transmembrane transport: nucleotide gated channel"
"C23H5.8","WBGene00016027","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"xbx-4","WBGene00016025","Unassigned","Unassigned","Unassigned"
"glb-7","WBGene00016024","Globin","Globin","Globin"
"grl-20","WBGene00001729","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like"
"prmt-6","WBGene00016023","Protein modification","Protein modification: methyltransferase","Protein modification: methyltransferase"
"C23H5.12","WBGene00077523",NA,NA,NA
"test-1","WBGene00016918","Unassigned","Unassigned","Unassigned"
"C54E4.12","WBGene00235274","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"C54E4.5","WBGene00016920","Metabolism","Metabolism: carbohydrate","Metabolism: carbohydrate"
"gcy-37","WBGene00001557","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: guanylyl cyclase"
"C54E4.4","WBGene00016919","Unassigned","Unassigned","Unassigned: membrane spanning domain"
"C54E4.1","WBGene00016917","Unassigned","Unassigned","Unassigned"
"Y71G10AL.1","WBGene00022134","Unassigned","Unassigned","Unassigned"
"Y71G10AR.4","WBGene00044650","Transmembrane transport","Transmembrane transport: solute carrier","Transmembrane transport: solute carrier"
"T04C4.3","WBGene00235277",NA,NA,NA
"T04C4.1","WBGene00020208","Cytoskeleton","Cytoskeleton: unassigned","Cytoskeleton: unassigned"
"M70.3","WBGene00019785",NA,NA,NA
"M70.2","WBGene00019784",NA,NA,NA
"M70.1","WBGene00019783",NA,NA,NA
"M70.4","WBGene00019786","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate"
"M70.5","WBGene00019787","Unassigned","Unassigned","Unassigned"
"lin-1","WBGene00002990",NA,NA,NA
"mksr-2","WBGene00021416","Cilia","Cilia: transition zone","Cilia: transition zone: MKS module"
"vha-11","WBGene00006920","Lysosome","Lysosome: Vacuolar ATPase","Lysosome: Vacuolar ATPase"
"vha-3","WBGene00006912","Lysosome","Lysosome: Vacuolar ATPase","Lysosome: Vacuolar ATPase"
"Y38F2AL.12","WBGene00219413",NA,NA,NA
"nsy-4","WBGene00021415","Neuronal function","Neuronal function: development","Neuronal function: development"
"nhr-236","WBGene00021417","Transcription factor","Transcription factor: NHR","Transcription factor: NHR"
"ppgn-1","WBGene00021425","Proteolysis general","Proteolysis general: unassigned","Proteolysis general: unassigned"
"tftc-1","WBGene00021423","Transcription: general machinery","Transcription: general machinery: RNA Pol III","Transcription: general machinery: RNA Pol III"
"Y38F2AR.3","WBGene00021421",NA,NA,NA
"Y38F2AR.9","WBGene00021427","Trafficking","Trafficking: ER/Golgi","Trafficking: ER/Golgi: ER unassigned"
"trap-3","WBGene00021420","Transmembrane protein","Transmembrane protein: ER","Transmembrane protein: ER"
"eri-5","WBGene00021419","Non-coding RNA","Non-coding RNA: small RNA","Non-coding RNA: small RNA: unassigned"
"Y38F2AR.10","WBGene00021428","Unassigned","Unassigned","Unassigned"
"Y38F2AR.12","WBGene00021430","Metabolism","Metabolism: amino acid","Metabolism: amino acid: unassigned"
"C45G7.4","WBGene00016671","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: RING finger"
"cdh-10","WBGene00000402","Cytoskeleton","Cytoskeleton: cadherin","Cytoskeleton: cadherin"
"C45G7.13","WBGene00235340","Unassigned","Unassigned","Unassigned"
"ilys-3","WBGene00016670",NA,NA,NA
"ilys-2","WBGene00016669",NA,NA,NA
"ilys-1","WBGene00016668",NA,NA,NA
"grd-16","WBGene00001705","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like"
"Y69A2AL.2","WBGene00044468","Signaling","Signaling: lipid","Signaling: lipid: phospholipase A"
"Y69A2AR.19","WBGene00022090",NA,NA,NA
"Y69A2AR.21","WBGene00022092","mRNA functions","mRNA functions: processing","mRNA functions: processing: splicing"
"Y69A2AR.18","WBGene00022089","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: complex V"
"Y69A2AR.16","WBGene00022087","Nuclear pore","Nuclear pore: transport","Nuclear pore: transport"
"Y69A2AR.22","WBGene00022093","Unassigned","Unassigned","Unassigned"
"sprr-3","WBGene00022086","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned"
"Y69A2AR.23","WBGene00022094","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"Y69A2AR.46","WBGene00235288",NA,NA,NA
"Y69A2AR.50","WBGene00235342",NA,NA,NA
"Y69A2AR.24","WBGene00022095",NA,NA,NA
"Y69A2AR.25","WBGene00022096",NA,NA,NA
"Y69A2AR.12","WBGene00022083",NA,NA,NA
"Y69A2AR.51","WBGene00235343",NA,NA,NA
"nhr-242","WBGene00022097",NA,NA,NA
"Y69A2AR.47","WBGene00235294",NA,NA,NA
"epg-9","WBGene00022078",NA,NA,NA
"vamp-7","WBGene00022077","Trafficking","Trafficking: vesicle targeting/fusion","Trafficking: vesicle targeting/fusion: SNARE"
"Y69A2AR.32","WBGene00022101","mRNA functions","mRNA functions: binding","mRNA functions: binding: KH"
"Y69A2AR.28","WBGene00022099","Unassigned","Unassigned","Unassigned"
"daao-1","WBGene00022076","Metabolism","Metabolism: amino acid","Metabolism: amino acid: breakdown"
"smf-3","WBGene00004878","Transmembrane transport","Transmembrane transport: metal ion","Transmembrane transport: metal ion"
"ngn-1","WBGene00003595","Neuronal function","Neuronal function: unassigned","Neuronal function: unassigned"
"mdf-2","WBGene00003161","Cell cycle","Cell cycle: meiotic/mitotic spindle","Cell cycle: meiotic/mitotic spindle"
"Y69A2AR.3","WBGene00022075","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"ric-8","WBGene00004367","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: unassigned"
"Y69A2AR.31","WBGene00022100","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"Y69A2AR.1","WBGene00022074","Unassigned","Unassigned","Unassigned"
"gpx-4","WBGene00022377",NA,NA,NA
"Y94H6A.3","WBGene00022376","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"egrh-3","WBGene00044651","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: zinc finger"
"Y94H6A.5","WBGene00022378","mRNA functions","mRNA functions: processing","mRNA functions: processing: helicase"
"ubc-8","WBGene00006705","Proteolysis proteasome","Proteolysis proteasome: E2","Proteolysis proteasome: E2"
"Y94H6A.10","WBGene00022382","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"Y94H6A.12","WBGene00050885","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA: production"
"Y94H6A.7","WBGene00022379","Lysosome","Lysosome: acid phosphatase","Lysosome: acid phosphatase"
"Y94H6A.8","WBGene00022380","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: complex I"
"ubxn-2","WBGene00022381","Proteolysis proteasome","Proteolysis proteasome: unassigned","Proteolysis proteasome: unassigned"
"Y94H6A.2","WBGene00022375",NA,NA,NA
"nhr-277","WBGene00022374","Transcription factor","Transcription factor: NHR","Transcription factor: NHR"
"Y54G2A.41","WBGene00044485",NA,NA,NA
"Y54G2A.38","WBGene00043061","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned"
"Y54G2A.77","WBGene00235350","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"Y54G2A.11","WBGene00021876","Unassigned","Unassigned","Unassigned: membrane spanning domain"
"Y54G2A.12","WBGene00021877",NA,NA,NA
"Y54G2A.72","WBGene00219424",NA,NA,NA
"Y54G2A.42","WBGene00044486","Pseudogene","Pseudogene","Pseudogene"
"atln-1","WBGene00021868","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: RING finger"
"Y54G2A.52","WBGene00045397","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"Y54G2A.10","WBGene00021875","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"Y54G2A.44","WBGene00044487",NA,NA,NA
"Y54G2A.32","WBGene00021894",NA,NA,NA
"Y54G2A.45","WBGene00044488","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"Y54G2A.76","WBGene00235268","Unassigned","Unassigned","Unassigned"
"Y54G2A.13","WBGene00021878",NA,NA,NA
"Y54G2A.37","WBGene00023484",NA,NA,NA
"clec-80","WBGene00043062",NA,NA,NA
"Y54G2A.48","WBGene00044491",NA,NA,NA
"pudl-1","WBGene00044489",NA,NA,NA
"pudl-2","WBGene00044490",NA,NA,NA
"clec-82","WBGene00021873",NA,NA,NA
"Y54G2A.7","WBGene00043702",NA,NA,NA
"clec-83","WBGene00021879",NA,NA,NA
"clec-84","WBGene00021895","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin"
"Y54G2A.15","WBGene00021880",NA,NA,NA
"Y54G2A.40","WBGene00044495","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: RING finger"
"Y54G2A.49","WBGene00044492","Unassigned","Unassigned","Unassigned: membrane spanning domain"
"clec-85","WBGene00021872","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin"
"Y54G2A.16","WBGene00021881","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"nprt-1","WBGene00021882","Metabolism","Metabolism: nucleotide","Metabolism: nucleotide"
"dml-1","WBGene00021871","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"Y54G2A.75","WBGene00235102","Stress response","Stress response: thioredoxin","Stress response: thioredoxin"
"Y54G2A.18","WBGene00021883","Stress response","Stress response: ER","Stress response: ER"
"Y54G2A.19","WBGene00021884",NA,NA,NA
"Y54G2A.36","WBGene00021898",NA,NA,NA
"Y54G2A.50","WBGene00044493",NA,NA,NA
"fbxc-45","WBGene00021887",NA,NA,NA
"ubc-13","WBGene00006708","Proteolysis proteasome","Proteolysis proteasome: E2","Proteolysis proteasome: E2"
"Y54G2A.23","WBGene00021888","Transmembrane protein","Transmembrane protein: ER","Transmembrane protein: ER"
"samt-1","WBGene00021870","Transmembrane transport","Transmembrane transport: major facilitator","Transmembrane transport: major facilitator"
"ser-6","WBGene00021897","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: receptor"
"lad-2","WBGene00002243","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"Y54G2A.57","WBGene00189961",NA,NA,NA
"Y54G2A.26","WBGene00021890","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"Y54G2A.27","WBGene00021891",NA,NA,NA
"Y54G2A.73","WBGene00219425",NA,NA,NA
"Y54G2A.28","WBGene00021892","Unassigned","Unassigned","Unassigned"
"vrp-1","WBGene00021869","Unassigned","Unassigned","Unassigned"
"lin-22","WBGene00003008","Transcription factor","Transcription factor: bHLH","Transcription factor: bHLH"
"ndnf-1","WBGene00021893","Extracellular material","Extracellular material: matrix","Extracellular material: matrix"
"eel-1","WBGene00022069","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: HECT"
"Y67D8C.3","WBGene00022067",NA,NA,NA
"Y67D8C.6","WBGene00022070",NA,NA,NA
"Y67D8C.7","WBGene00022071","Unassigned","Unassigned","Unassigned"
"cpg-9","WBGene00022072","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein"
"Y67D8C.22","WBGene00235279","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"Y67D8C.2","WBGene00022066",NA,NA,NA
"Y67D8C.9","WBGene00022073","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase"
"mca-3","WBGene00003153","Transmembrane transport","Transmembrane transport: calcium channel","Transmembrane transport: calcium channel"
"T23E1.3","WBGene00020730","Unassigned","Unassigned","Unassigned"
"T23E1.1","WBGene00020728","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"Y67D8B.1","WBGene00022061",NA,NA,NA
"Y67D8B.4","WBGene00022063","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neuropeptide"
"Y67D8B.2","WBGene00022062","Unassigned","Unassigned","Unassigned"
"Y67D8B.3","WBGene00023186",NA,NA,NA
"Y67D8B.5","WBGene00022064",NA,NA,NA
"M4.1","WBGene00019766","Unassigned","Unassigned","Unassigned"
"Y67D8A.2","WBGene00022059","Signaling","Signaling: S/T kinase","Signaling: S/T kinase"
"dmd-9","WBGene00022060","Transcription factor","Transcription factor: ZF","Transcription factor: ZF"
"T26C12.1","WBGene00020831","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"T26C12.2","WBGene00020832","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"clec-173","WBGene00044469","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin"
"T26C12.3","WBGene00020833","Signaling","Signaling: small GTPase","Signaling: small GTPase: Ras"
"gcy-23","WBGene00001548","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: guanylyl cyclase"
"W08E12.8","WBGene00021089","Unassigned","Unassigned","Unassigned"
"W08E12.7","WBGene00021088",NA,NA,NA
"W08E12.6","WBGene00021087","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"W08E12.5","WBGene00021086",NA,NA,NA
"W08E12.4","WBGene00021085",NA,NA,NA
"W08E12.3","WBGene00021084",NA,NA,NA
"W08E12.2","WBGene00021083",NA,NA,NA
"W08E12.9","WBGene00021090","Unassigned","Unassigned","Unassigned"
"zip-11","WBGene00021082","Transcription factor","Transcription factor: bZIP","Transcription factor: bZIP"
"F42A6.5","WBGene00018327",NA,NA,NA
"F42A6.6","WBGene00018328","Unassigned","Unassigned","Unassigned"
"hrp-1","WBGene00001999","mRNA functions","mRNA functions: processing","mRNA functions: processing: hnRNP"
"F42A6.2","WBGene00018324",NA,NA,NA
"elks-1","WBGene00018330","Unassigned","Unassigned","Unassigned"
"F42A6.1","WBGene00018323",NA,NA,NA
"Y55H10A.2","WBGene00021953",NA,NA,NA
"vha-19","WBGene00021952","Lysosome","Lysosome: Vacuolar ATPase","Lysosome: Vacuolar ATPase"
"otub-4","WBGene00015249","Proteolysis proteasome","Proteolysis proteasome: ubiquitin peptidase","Proteolysis proteasome: ubiquitin peptidase"
"B0546.3","WBGene00015250","Unassigned","Unassigned","Unassigned"
"B0546.4","WBGene00015251","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"mai-2","WBGene00015248","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: unassigned"
"B0546.5","WBGene00015252",NA,NA,NA
"C04C3.4","WBGene00015414",NA,NA,NA
"C04C3.14","WBGene00219410",NA,NA,NA
"dyf-3","WBGene00001119","Cilia","Cilia: IFT","Cilia: IFT-B"
"pdhb-1","WBGene00015413","Metabolism","Metabolism: glycolysis","Metabolism: glycolysis"
"lgc-9","WBGene00015412","Transmembrane transport","Transmembrane transport: extracellular ligand gated channel","Transmembrane transport: extracellular ligand gated channel"
"C04C3.6","WBGene00015416","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned"
"C04C3.9","WBGene00195067",NA,NA,NA
"srz-60","WBGene00015411",NA,NA,NA
"C04C3.7","WBGene00015417",NA,NA,NA
"srz-32","WBGene00021033",NA,NA,NA
"grd-13","WBGene00001702",NA,NA,NA
"grd-3","WBGene00001692",NA,NA,NA
"grd-10","WBGene00001699",NA,NA,NA
"F09D12.2","WBGene00017281",NA,NA,NA
"F58E2.5","WBGene00019049",NA,NA,NA
"srz-23","WBGene00019051",NA,NA,NA
"F58E2.4","WBGene00019048",NA,NA,NA
"F58E2.3","WBGene00019047",NA,NA,NA
"F58E2.2","WBGene00019046",NA,NA,NA
"srz-69","WBGene00023475",NA,NA,NA
"srz-70","WBGene00015656",NA,NA,NA
"C09G12.5","WBGene00015655",NA,NA,NA
"srz-37","WBGene00023474",NA,NA,NA
"srz-82","WBGene00023463",NA,NA,NA
"srz-78","WBGene00015653",NA,NA,NA
"srz-79","WBGene00015652",NA,NA,NA
"C09G12.17","WBGene00044470","Unassigned","Unassigned","Unassigned"
"ceh-53","WBGene00015651","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain"
"srz-83","WBGene00023462",NA,NA,NA
"ced-10","WBGene00000424","Signaling","Signaling: small GTPase","Signaling: small GTPase: Rho/Rac"
